text,question
"Titre: contributions de la fstt à la lutte contre le covid19 au maroc, Date: avril 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cvd19/",Quel est le lien à l'adresse de la fstt à la lutte contre le covid19?
"Titre: contributions de la fstt à la lutte contre le covid19 au maroc, Date: avril 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cvd19-2/",Quels sont les liens à l'adresse suivante?
"Titre: avis aux étudiants : adresses e-mails institutionnelles, Date: mars 25, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-adresses-e-mails-institutionnelles/",Qu'est-ce qu'un avis aux étudiants?
"Titre: [dire-med] : official launch of the subnetwork mobility and intercultural dialogue, Date: mars 25, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/dire-med-unimed/",Quel est le nom du sous-network mobilité et dialogue interculturel?
"Titre: supports pédagogiques en ligne, Date: mars 19, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/eelearning/",Qu'est-ce qui est disponible en ligne?
"Titre: بلاغ هام, Date: mars 14, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/%d8%a8%d9%84%d8%a7%d8%ba-%d9%87%d8%a7%d9%85/",Quel est le lien à l'adresse suivante?
"Titre: avis aux etudiants : report des contrôles continus cc1 de la session de printemps 2019/2020, Date: mars 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes-fstt-2/",Qu'est-ce que le lien suivant?
"Titre: avis de seminaire _  « comment réussir son projet de fin d’étude ? de la rédaction à la soutenance », Date: mars 11, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/salesforce-2/",Qu'est-ce qu'un avis de seminaire?
"Titre: avis de recrutement en cdd, Date: mars 9, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cdd2/",Quelle est la date du recrutement en 2020?
"Titre: avis aux etudiants : application d’affichage des notes et des résultats, Date: mars 3, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes-fstt/",Qu'est-ce qu'un avis aux etudiants?
"Titre: planning des contrôles continus n°1 (cc1) – semestre de printemps 2019-2020, Date: mars 2, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/planning-des-controles-continus-n-1-cc1-semestre-d-printemps-2019-2020/",Quelle est la date du semestre de printemps 2019-2020?
"Titre: salesforce workshop _  12th of march 2020, Date: février 28, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/salesforce/",Qu'est-ce que le lien suivant?
"Titre: avis aux etudiants : réponses aux demandes d’affectation de modules _ cycle licence_ semestre de printemps 2019-2020, Date: février 26, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectations-de-modules-2019-2020/",Qu'est-ce qu'un avis aux etudiants?
"Titre: avis aux etudiants : عرض منحة دراسية darmasiswa من حكومة الجمهورية الاندونيسية, Date: février 21, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/bourses-indonisie/",Qu'est-ce qui a été publié en 2020?
"Titre: mobilites avec la turquie : applications for mevlana exchange program (2020-2021), Date: février 21, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilite-turquie/",Qu'est-ce que le programme de mobilites avec la turquie?
"Titre: mobilites erasmus+ _ université santiago de compostelle (espagne), Date: février 16, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-sermestre-d-automne-2019-2021/",Quelle est la date de l'événement mobilites erasmus?
"Titre: mobilites erasmus+ _ université santiago de compostelle (espagne) (2), Date: février 16, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-sermestre-d-automne-2019-2022/",Quelle est la date de l'événement?
"Titre: avis aux etudiants du cycle ingénieur _  offre de sujets de pfe, Date: février 14, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes-du-lst-2/",Qu'est-ce que le lien suivant?
"Titre: assurance maladie obligatoire des étudiants, Date: février 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/av1322020/",Quel est le titre de l'assurance maladie obligatoire des étudiants?
"Titre: affectations provisoires des modules des semestres s2 et s4 du cycle licence_ session de printemps 2019/2020 _actualisées le 11/02/2020, Date: février 11, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2018-2021/",Quels sont les affectations provisoires des modules des semestres 2019/2020?
"Titre: avis de soutenance de thèse de doctorat en sciences et techniques, Date: février 4, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avvvv/",Quelle est la date de soumission de la thèse de doctorat en sciences et techniques?
"Titre: smart mobility hackthon à la fstt de tanger, Date: février 4, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/hachgeo/",Quel est le nom du hackthon à la fstt?
"Titre: mobilites erasmus+ _ université de cumhuriyet (sivas- turquie), Date: février 2, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-2019-2020/",Qu'est-ce que l'université cumhuriyet?
"Titre: affectations provisoires des modules des semestres s2 et s4 du cycle licence_ session de printemps 2019/2020, Date: janvier 30, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/affectation-s2-et-s4-2018-2020/",Quels sont les affectations provisoires des modules des semestres?
"Titre: avis aux étudiants : démarrage des cours _ emplois du temps de la session de printemps 2019/2020, Date: janvier 29, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/etprintemps-2019-2020/",Quelle est la date du début des cours?
"Titre: avis de présentation d’habilitation universitaire, Date: janvier 28, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/av322020/",Qu'est-ce qu'un avis de présentation d'habilitation universitaire?
"Titre: mobilites erasmus+ _ université vrije de bruxelles (belgique) & université d’agriculture d’athènes (grèce), Date: janvier 28, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/mobilites-erasmus-sermestre-d-automne-2019-2020/",Quelle est la date de l'événement?
"Titre: veille prospective 2019 – anapec, Date: janvier 22, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/anapec-veille-prospective-2019/",Quelle est la date de veille prospective 2019 – anapec?
"Titre: listes et locaux d’examens de rattrapages _session d’automne 2019-2020, Date: janvier 22, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cc2-2019-2021/",Quelle est la date de l'examen de rattrapages?
"Titre: offre de bourses : programme stipendium hungaricum (hongrie), Date: janvier 13, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/bourse-hongrie-2020-2021/",Quel est le nom du programme stipendium hungaricum?
"Titre: lscd workshop hiver, Date: janvier 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/lscd-workshop-hiver/",Quelle est la date du lscd workshop hiver?
"Titre: avis aux etudiants : consultation des notes des modules du tronc commun du cycle licence, Date: janvier 10, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/consultation-des-notes-du-lst/",Quelle est la date de la consultation des notes des modules du tronc commun?
"Titre: planning des contrôles de rattrapages du cycle licence – semestre d’automne 2019-2020, Date: janvier 9, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/planning-des-controles-de-rattrapages-semestre-d-automne-2019-2021/",Quelle est la date du semestre 2019-2020?
"Titre: avis de soutenance de thèse de doctorat en sciences et techniques, Date: janvier 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/th2020/",Quelle est la date de soumission de la thèse de doctorat?
"Titre: avis de conférence : third international conference on transportation and supply chain engineering tangier,2-4 june 2020, Date: janvier 6, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cnf2020/",Quelle est la date de la troisième conférence internationale sur les transports et l'ingénierie de la chaîne de production?
"Titre: avis de séminaire : biofilms and mechanics : forces in microbial community, Date: janvier 4, 2020. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/forces-in-microbial-community/",Quelle est la date de l'avis de séminaire?
"Titre: résultat définitif du concours de recrutement de trois (03) professeurs assistants session du 7 novembre 2019, Date: décembre 22, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/pa2019/",Quel est le nom du concours de recrutement de trois professeurs assistants?
"Titre: third international week of ies « santa bárbara, Date: décembre 18, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/new2019/",Quelle est la date de la troisième semaine internationale des ies?
"Titre: avis aux etudiants s3 mip & mipc : examen de tp du module réactivité chimique, Date: décembre 18, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/tp/",Qu'est-ce que le module réactivité chimique?
"Titre: avis de soutenance des thèses de doctorat, Date: décembre 17, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis20019/",Quelle est la date de soumission des thèses de doctorat?
"Titre: avis de conférence : gestion durable des océans, Date: décembre 17, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/sc-envir/",Quelle est la date de l'avis de conférence?
"Titre: contrôles continus n°2 (cc2) – semestre d’automne 2019-2020, Date: décembre 13, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/controles-continus-n-2cc2-semestre-d-automne-2019-2021/",Quelle est la date du semestre d'automne 2019-2020?
"Titre: les étudiants de la fst brillent dans la compétition « code challenge, Date: décembre 11, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/les-etudiants-de-la-fst-brillent-dans-la-competition-code-challenge/",quelle compétition les étudiants de la fst participent-ils?
"Titre: assurance maladie obligatoire des etudiants (amoe), Date: décembre 10, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/amo2020/",Quel est le titre de l'assurance maladie obligatoire des etudiants?
"Titre: appel à candidature: bourses d’excellences 2020, Date: décembre 10, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidature-bourses-d-excellences-2020/",Quelle est la date de l'appel à candidature?
"Titre: avis aux étudiants _ mipc s3 _ module lc3 _ groupes 4 et 6, Date: décembre 5, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/lc3/",Quelle est la date de l'avis aux étudiants?
"Titre: avis aux étudiants : session de formation elsevier, Date: novembre 30, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/elsevier/",Quelle est la date de la session de formation elsevier?
"Titre: sensibilisation sur l’assurance maladie obligatoire gratuite des étudiant, Date: novembre 22, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/seninfo/",Quelle est la date de la sensibilisation sur l'assurance maladie obligatoire gratuite des étudiants?
"Titre: avis de séminaire : « ferroelectrics for energy applications », Date: novembre 15, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/ecmn/",Quel est le nom du séminaire qui a eu lieu en 2019?
"Titre: avis de séminaire : everis digital tour 2019, Date: novembre 15, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/everis/",Quelle est la date de l'audience?
"Titre: avis aux étudiants : séance d’information archimède consulting, Date: novembre 15, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/archimede/",Quelle est la date de la séance d'information?
"Titre: appel à candidatures pour les bourses (mab) 2020 des jeunes scientifiques, Date: novembre 5, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/u-s-exchange-programs-info-se/",Quel est le nom du programme de bourses 2020?
"Titre: listes et locaux d’examens du cc1 _session d’automne 2019-2020, Date: novembre 5, 2019. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/cc1-2018-2020/",Qu'est-ce que le lien suivant pour plus de détails sur le cc1?
